x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,yvliang
1.876,-0.362,-0.805,-3.831,1.036,-3.831,4.06,-1.076,-1.465,-3.507,4.173,-8.463,0.2
1.88,-0.348,-0.795,-3.824,1.035,-3.824,4.067,-1.055,-1.466,-3.499,4.165,-8.473,0.2
1.877,-0.345,-0.795,-3.823,1.025,-3.823,4.068,-1.04,-1.47,-3.51,4.169,-8.478,0.2
1.874,-0.351,-0.796,-3.823,1.03,-3.823,4.071,-1,-1.473,-3.498,4.182,-8.472,0.2
1.867,-0.349,-0.789,-3.827,1.028,-3.827,4.071,-0.961,-1.47,-3.51,4.175,-8.468,0.2
1.873,-0.361,-0.8,-3.826,1.035,-3.826,4.072,-0.938,-1.473,-3.511,4.179,-8.472,0.2
1.883,-0.352,-0.801,-3.824,1.029,-3.824,4.073,-1,-1.47,-3.506,4.178,-8.468,0.2
1.877,-0.363,-0.802,-3.826,1.034,-3.826,4.067,-1.021,-1.469,-3.492,4.174,-8.476,0.2
1.875,-0.355,-0.795,-3.822,1.032,-3.822,4.068,-1.004,-1.472,-3.51,4.167,-8.478,0.2
1.873,-0.354,-0.805,-3.824,1.024,-3.824,4.068,-0.999,-1.469,-3.492,4.174,-8.465,0.6
1.871,-0.355,-0.795,-3.833,1.031,-3.833,4.07,-1.065,-1.464,-3.506,4.17,-8.469,0.6
1.87,-0.374,-0.796,-3.818,1.03,-3.818,4.069,-1.065,-1.472,-3.502,4.175,-8.467,0.6
1.872,-0.366,-0.794,-3.829,1.032,-3.829,4.065,-1.001,-1.472,-3.515,4.167,-8.471,0.6
1.882,-0.357,-0.793,-3.83,1.032,-3.83,4.07,-1.004,-1.48,-3.5,4.168,-8.472,0.6
1.875,-0.366,-0.793,-3.832,1.04,-3.832,4.071,-0.918,-1.472,-3.506,4.164,-8.472,0.6
1.87,-0.364,-0.783,-3.822,1.03,-3.822,4.073,-0.899,-1.471,-3.5,4.151,-8.474,0.6
1.875,-0.362,-0.783,-3.829,1.029,-3.829,4.075,-0.846,-1.466,-3.507,4.158,-8.47,0.6
1.875,-0.369,-0.787,-3.828,1.041,-3.828,4.073,-0.873,-1.477,-3.51,4.164,-8.473,0.6
1.883,-0.363,-0.783,-3.823,1.03,-3.823,4.066,-0.926,-1.466,-3.497,4.165,-8.479,0.6
1.874,-0.364,-0.796,-3.824,1.033,-3.824,4.068,-1.009,-1.464,-3.502,4.163,-8.465,0.6
1.88,-0.359,-0.804,-3.819,1.035,-3.819,4.071,-1.01,-1.469,-3.507,4.149,-8.477,0.6
1.877,-0.362,-0.802,-3.818,1.039,-3.818,4.062,-1.076,-1.466,-3.508,4.158,-8.477,0.6
1.872,-0.357,-0.798,-3.816,1.036,-3.816,4.063,-1.062,-1.462,-3.496,4.167,-8.457,0.6
1.878,-0.363,-0.803,-3.809,1.03,-3.809,4.071,-0.943,-1.47,-3.495,4.17,-8.468,0.6
1.876,-0.36,-0.81,-3.815,1.035,-3.815,4.065,-0.995,-1.465,-3.516,4.178,-8.463,0.6
1.877,-0.355,-0.802,-3.822,1.029,-3.822,4.072,-1.008,-1.472,-3.496,4.176,-8.467,0.6
1.879,-0.358,-0.801,-3.819,1.017,-3.819,4.073,-0.968,-1.464,-3.5,4.175,-8.47,0.6
1.881,-0.364,-0.804,-3.815,1.022,-3.815,4.062,-0.988,-1.469,-3.509,4.183,-8.475,0.6
1.875,-0.361,-0.799,-3.82,1.024,-3.82,4.066,-1.035,-1.47,-3.508,4.169,-8.47,0.6
1.879,-0.368,-0.798,-3.814,1.024,-3.814,4.06,-1.055,-1.465,-3.508,4.171,-8.481,0.6
1.873,-0.363,-0.793,-3.818,1.03,-3.818,4.061,-1.031,-1.463,-3.51,4.174,-8.473,0.6
1.87,-0.358,-0.794,-3.811,1.028,-3.811,4.067,-0.966,-1.468,-3.512,4.177,-8.484,0.6
1.882,-0.356,-0.799,-3.818,1.03,-3.818,4.062,-0.928,-1.468,-3.515,4.178,-8.473,0.6
1.87,-0.359,-0.792,-3.821,1.034,-3.821,4.066,-0.906,-1.465,-3.522,4.178,-8.482,0.2
1.874,-0.352,-0.79,-3.827,1.027,-3.827,4.058,-0.917,-1.474,-3.516,4.171,-8.48,7.2
1.873,-0.364,-0.79,-3.825,1.029,-3.825,4.069,-0.923,-1.463,-3.519,4.173,-8.47,7.2
1.873,-0.356,-0.789,-3.825,1.029,-3.825,4.081,-0.651,-1.465,-3.537,4.181,-8.478,7.2
1.872,-0.36,-0.789,-3.839,1.029,-3.839,4.054,-0.853,-1.469,-3.52,4.164,-8.476,7.2
1.869,-0.354,-0.79,-3.834,1.068,-3.834,4.055,-1.027,-1.467,-3.516,4.155,-8.483,7.2
1.873,-0.366,-0.785,-3.829,1.066,-3.829,4.046,-0.992,-1.463,-3.521,4.155,-8.456,6.8
1.875,-0.369,-0.786,-3.836,1.066,-3.836,4.056,-0.934,-1.474,-3.525,4.157,-8.473,0
1.877,-0.369,-0.786,-3.825,1.072,-3.825,4.066,-0.885,-1.468,-3.521,4.162,-8.474,0
1.871,-0.365,-0.788,-3.835,1.064,-3.835,4.063,-0.823,-1.473,-3.531,4.153,-8.478,0
1.876,-0.364,-0.799,-3.836,1.058,-3.836,4.056,-0.929,-1.468,-3.509,4.154,-8.476,0
1.875,-0.365,-0.799,-3.83,1.076,-3.83,4.065,-0.904,-1.467,-3.508,4.159,-8.483,0
1.871,-0.367,-0.794,-3.828,1.072,-3.828,4.06,-0.991,-1.468,-3.519,4.159,-8.469,0
1.874,-0.371,-0.802,-3.827,1.071,-3.827,4.065,-0.909,-1.466,-3.506,4.168,-8.473,0
1.878,-0.367,-0.8,-3.828,1.074,-3.828,4.066,-0.972,-1.466,-3.506,4.168,-8.493,0
1.88,-0.37,-0.798,-3.832,1.069,-3.832,4.06,-1.017,-1.462,-3.528,4.168,-8.489,0
1.867,-0.371,-0.794,-3.837,1.069,-3.837,4.06,-1.02,-1.47,-3.511,4.171,-8.481,0
1.886,-0.363,-0.793,-3.828,1.069,-3.828,4.068,-0.994,-1.461,-3.526,4.164,-8.483,0
1.874,-0.363,-0.793,-3.831,1.071,-3.831,4.067,-0.922,-1.456,-3.51,4.166,-8.484,0
1.872,-0.373,-0.794,-3.831,1.062,-3.831,4.065,-0.915,-1.459,-3.529,4.162,-8.483,0
1.87,-0.366,-0.796,-3.83,1.067,-3.83,4.069,-0.931,-1.464,-3.512,4.169,-8.487,0
1.875,-0.369,-0.797,-3.824,1.071,-3.824,4.058,-1.053,-1.462,-3.508,4.168,-8.483,0
1.865,-0.364,-0.786,-3.832,1.072,-3.832,4.058,-1.051,-1.462,-3.517,4.17,-8.485,0
1.868,-0.37,-0.793,-3.832,1.068,-3.832,4.063,-1.072,-1.461,-3.523,4.163,-8.482,0
1.869,-0.37,-0.795,-3.827,1.067,-3.827,4.065,-1.044,-1.474,-3.521,4.179,-8.483,7.2
1.868,-0.372,-0.786,-3.834,1.065,-3.834,4.062,-0.995,-1.46,-3.508,4.161,-8.472,7.2
1.874,-0.375,-0.787,-3.831,1.069,-3.831,4.06,-0.97,-1.467,-3.511,4.175,-8.465,7.2
1.863,-0.368,-0.782,-3.839,1.062,-3.839,4.051,-1.07,-1.471,-3.528,4.166,-8.483,7.2
1.875,-0.355,-0.79,-3.825,1.071,-3.825,4.052,-1.075,-1.472,-3.512,4.162,-8.486,7.2
1.87,-0.37,-0.786,-3.828,1.07,-3.828,4.048,-1.027,-1.474,-3.515,4.157,-8.474,7.2
1.87,-0.369,-0.786,-3.84,1.074,-3.84,4.062,-0.968,-1.461,-3.522,4.159,-8.484,7.2
1.876,-0.368,-0.789,-3.836,1.078,-3.836,4.064,-0.933,-1.465,-3.52,4.155,-8.477,7.2
1.875,-0.374,-0.786,-3.842,1.073,-3.842,4.056,-0.97,-1.466,-3.509,4.158,-8.476,7.2
1.876,-0.363,-0.787,-3.831,1.071,-3.831,4.065,-0.951,-1.461,-3.506,4.167,-8.47,7.2
1.879,-0.364,-0.791,-3.829,1.064,-3.829,4.067,-0.994,-1.468,-3.518,4.159,-8.486,7.2
1.881,-0.362,-0.808,-3.83,1.069,-3.83,4.067,-1.014,-1.471,-3.516,4.153,-8.473,7.2
1.868,-0.372,-0.808,-3.836,1.073,-3.836,4.06,-1.091,-1.461,-3.516,4.164,-8.467,7.2
1.865,-0.37,-0.806,-3.836,1.07,-3.836,4.056,-1.103,-1.479,-3.501,4.169,-8.489,7.2
1.868,-0.376,-0.802,-3.832,1.063,-3.832,4.062,-1.101,-1.468,-3.516,4.166,-8.486,7.2
1.866,-0.356,-0.797,-3.831,1.069,-3.831,4.064,-1.092,-1.47,-3.503,4.183,-8.489,7.2
1.865,-0.372,-0.808,-3.827,1.065,-3.827,4.062,-1.075,-1.456,-3.504,4.172,-8.49,7.2
1.866,-0.359,-0.812,-3.827,1.063,-3.827,4.065,-1.029,-1.471,-3.517,4.172,-8.483,7.2
1.864,-0.359,-0.801,-3.837,1.072,-3.837,4.081,-0.815,-1.467,-3.5,4.171,-8.479,7.2
1.862,-0.364,-0.808,-3.834,1.059,-3.834,4.079,-0.974,-1.47,-3.499,4.172,-8.488,7.2
1.869,-0.363,-0.794,-3.844,1.057,-3.844,4.065,-1.021,-1.471,-3.502,4.181,-8.487,7.2
1.868,-0.364,-0.797,-3.832,1.068,-3.832,4.06,-0.96,-1.482,-3.502,4.164,-8.487,7.2
1.868,-0.371,-0.795,-3.836,1.07,-3.836,4.066,-1.104,-1.467,-3.52,4.171,-8.485,6.2
1.867,-0.361,-0.789,-3.832,1.063,-3.832,4.054,-1.096,-1.459,-3.514,4.18,-8.486,5
1.861,-0.364,-0.793,-3.836,1.072,-3.836,4.054,-1.112,-1.468,-3.507,4.172,-8.491,1.6
1.865,-0.367,-0.8,-3.833,1.066,-3.833,4.059,-1.062,-1.474,-3.505,4.176,-8.476,0
1.865,-0.366,-0.794,-3.824,1.068,-3.824,4.056,-1.088,-1.465,-3.501,4.177,-8.492,0
1.865,-0.367,-0.79,-3.843,1.067,-3.843,4.055,-1.051,-1.465,-3.505,4.175,-8.485,0
1.869,-0.377,-0.793,-3.828,1.067,-3.828,4.053,-1.054,-1.466,-3.505,4.169,-8.488,0
1.866,-0.376,-0.794,-3.834,1.067,-3.834,4.046,-1.078,-1.471,-3.505,4.169,-8.478,0
1.873,-0.371,-0.794,-3.836,1.063,-3.836,4.049,-1.077,-1.467,-3.506,4.168,-8.476,0
1.859,-0.367,-0.786,-3.837,1.067,-3.837,4.047,-1.067,-1.472,-3.515,4.156,-8.491,0
1.866,-0.367,-0.793,-3.84,1.075,-3.84,4.056,-1.005,-1.47,-3.512,4.157,-8.479,0
1.874,-0.371,-0.792,-3.836,1.077,-3.836,4.055,-1.03,-1.475,-3.505,4.159,-8.453,0
1.865,-0.378,-0.794,-3.845,1.065,-3.845,4.063,-1.025,-1.475,-3.496,4.168,-8.481,0
1.869,-0.372,-0.795,-3.83,1.062,-3.83,4.049,-1.089,-1.471,-3.494,4.166,-8.474,0
1.877,-0.363,-0.798,-3.84,1.07,-3.84,4.06,-1.033,-1.47,-3.498,4.154,-8.479,0
1.87,-0.376,-0.798,-3.834,1.071,-3.834,4.061,-1.056,-1.461,-3.501,4.155,-8.467,0
1.872,-0.368,-0.8,-3.839,1.07,-3.839,4.056,-1.081,-1.47,-3.5,4.172,-8.475,0
1.867,-0.371,-0.799,-3.834,1.068,-3.834,4.059,-1.096,-1.465,-3.5,4.176,-8.476,0
1.862,-0.371,-0.805,-3.829,1.071,-3.829,4.059,-1.12,-1.468,-3.495,4.17,-8.482,0
1.863,-0.371,-0.799,-3.829,1.068,-3.829,4.064,-1.036,-1.469,-3.501,4.17,-8.49,0
1.867,-0.364,-0.804,-3.83,1.059,-3.83,4.062,-1.065,-1.473,-3.517,4.18,-8.475,0
1.861,-0.365,-0.806,-3.819,1.07,-3.819,4.072,-1.097,-1.468,-3.492,4.172,-8.481,0
1.865,-0.369,-0.809,-3.824,1.065,-3.824,4.059,-1.128,-1.468,-3.505,4.174,-8.486,0
1.862,-0.36,-0.796,-3.834,1.069,-3.834,4.063,-1.137,-1.472,-3.493,4.163,-8.48,0
1.86,-0.37,-0.795,-3.829,1.059,-3.829,4.057,-1.125,-1.468,-3.5,4.17,-8.488,0
1.861,-0.359,-0.798,-3.835,1.057,-3.835,4.064,-1.076,-1.466,-3.496,4.17,-8.476,0
1.861,-0.362,-0.799,-3.826,1.062,-3.826,4.069,-1.107,-1.471,-3.506,4.159,-8.495,0
1.859,-0.363,-0.801,-3.83,1.067,-3.83,4.06,-1.073,-1.465,-3.507,4.179,-8.484,0
1.859,-0.368,-0.792,-3.832,1.06,-3.832,4.058,-1.082,-1.47,-3.505,4.162,-8.487,0
1.86,-0.372,-0.802,-3.823,1.064,-3.823,4.054,-1.121,-1.475,-3.52,4.159,-8.477,0
1.86,-0.375,-0.802,-3.831,1.064,-3.831,4.057,-1.066,-1.465,-3.516,4.166,-8.481,0
1.864,-0.371,-0.8,-3.825,1.064,-3.825,4.051,-1.124,-1.458,-3.512,4.156,-8.482,0
1.859,-0.367,-0.804,-3.833,1.069,-3.833,4.045,-1.057,-1.473,-3.524,4.152,-8.481,0
1.853,-0.364,-0.804,-3.829,1.066,-3.829,4.064,-0.999,-1.466,-3.505,4.166,-8.486,0
1.865,-0.362,-0.806,-3.835,1.065,-3.835,4.068,-0.959,-1.476,-3.502,4.16,-8.475,0
1.859,-0.38,-0.802,-3.833,1.065,-3.833,4.067,-0.919,-1.466,-3.505,4.155,-8.486,0
1.863,-0.373,-0.799,-3.83,1.069,-3.83,4.062,-0.986,-1.463,-3.502,4.164,-8.475,0
1.857,-0.371,-0.802,-3.832,1.064,-3.832,4.061,-1.073,-1.464,-3.5,4.157,-8.482,0
1.867,-0.378,-0.81,-3.836,1.064,-3.836,4.056,-1.128,-1.468,-3.514,4.159,-8.477,0
1.86,-0.374,-0.803,-3.83,1.068,-3.83,4.064,-1.139,-1.467,-3.491,4.166,-8.469,0
1.864,-0.371,-0.802,-3.83,1.063,-3.83,4.063,-1.132,-1.468,-3.49,4.169,-8.477,0
1.86,-0.367,-0.809,-3.837,1.058,-3.837,4.065,-1.041,-1.464,-3.512,4.18,-8.496,0
1.855,-0.369,-0.805,-3.829,1.064,-3.829,4.063,-1.055,-1.467,-3.503,4.177,-8.486,0
1.859,-0.372,-0.805,-3.832,1.069,-3.832,4.068,-0.988,-1.475,-3.504,4.166,-8.482,0
1.858,-0.364,-0.813,-3.827,1.061,-3.827,4.074,-0.901,-1.462,-3.516,4.182,-8.478,0
1.861,-0.365,-0.802,-3.833,1.062,-3.833,4.072,-0.946,-1.477,-3.506,4.174,-8.486,0
1.856,-0.372,-0.804,-3.839,1.063,-3.839,4.069,-0.974,-1.461,-3.499,4.175,-8.482,0
1.86,-0.368,-0.805,-3.831,1.065,-3.831,4.069,-0.951,-1.456,-3.514,4.169,-8.489,0
1.859,-0.368,-0.797,-3.832,1.055,-3.832,4.075,-0.951,-1.465,-3.504,4.165,-8.496,0
1.852,-0.363,-0.798,-3.836,1.058,-3.836,4.064,-1.043,-1.474,-3.505,4.175,-8.491,0
1.854,-0.37,-0.798,-3.84,1.057,-3.84,4.058,-1.121,-1.471,-3.507,4.17,-8.482,0
1.861,-0.363,-0.801,-3.84,1.056,-3.84,4.062,-1.11,-1.467,-3.521,4.184,-8.489,0
1.861,-0.383,-0.799,-3.838,1.067,-3.838,4.055,-1.094,-1.479,-3.51,4.18,-8.494,0
1.861,-0.37,-0.8,-3.839,1.064,-3.839,4.057,-1.153,-1.471,-3.528,4.168,-8.503,0
1.856,-0.385,-0.791,-3.855,1.061,-3.855,4.058,-1.148,-1.472,-3.51,4.172,-8.487,0
1.859,-0.371,-0.794,-3.853,1.07,-3.853,4.053,-1.103,-1.466,-3.516,4.171,-8.495,0
1.855,-0.375,-0.802,-3.838,1.057,-3.838,4.053,-1.127,-1.472,-3.514,4.173,-8.488,0
1.86,-0.384,-0.801,-3.836,1.063,-3.836,4.058,-1.131,-1.468,-3.523,4.168,-8.49,0
1.861,-0.372,-0.801,-3.838,1.064,-3.838,4.062,-1.131,-1.472,-3.513,4.172,-8.498,0
1.864,-0.379,-0.793,-3.831,1.065,-3.831,4.058,-1.102,-1.464,-3.504,4.176,-8.486,0
1.851,-0.371,-0.795,-3.84,1.064,-3.84,4.058,-1.073,-1.462,-3.518,4.169,-8.491,0
1.86,-0.376,-0.799,-3.841,1.064,-3.841,4.066,-1.138,-1.466,-3.523,4.177,-8.501,0
1.854,-0.378,-0.803,-3.827,1.061,-3.827,4.062,-1.13,-1.469,-3.506,4.177,-8.492,0
1.855,-0.374,-0.801,-3.841,1.06,-3.841,4.064,-1.121,-1.469,-3.505,4.165,-8.487,0
1.856,-0.378,-0.808,-3.84,1.057,-3.84,4.071,-1.105,-1.467,-3.518,4.18,-8.497,0
1.852,-0.372,-0.81,-3.835,1.057,-3.835,4.06,-1.147,-1.475,-3.517,4.176,-8.47,0
1.855,-0.378,-0.8,-3.844,1.057,-3.844,4.062,-1.137,-1.468,-3.508,4.166,-8.492,0
1.855,-0.372,-0.799,-3.847,1.056,-3.847,4.052,-1.073,-1.478,-3.51,4.173,-8.487,0
1.855,-0.375,-0.8,-3.854,1.055,-3.854,4.06,-1.078,-1.468,-3.517,4.17,-8.487,0
1.858,-0.374,-0.797,-3.844,1.057,-3.844,4.063,-1.055,-1.466,-3.526,4.18,-8.492,0
1.853,-0.38,-0.79,-3.848,1.054,-3.848,4.052,-1.139,-1.474,-3.517,4.176,-8.484,0
1.855,-0.378,-0.797,-3.843,1.057,-3.843,4.063,-1.116,-1.468,-3.519,4.169,-8.487,0
1.861,-0.372,-0.791,-3.847,1.058,-3.847,4.048,-1.148,-1.469,-3.513,4.176,-8.489,0
1.857,-0.372,-0.795,-3.849,1.064,-3.849,4.059,-1.155,-1.473,-3.528,4.168,-8.492,0
1.857,-0.376,-0.802,-3.852,1.052,-3.852,4.063,-1.067,-1.471,-3.512,4.173,-8.469,0
1.858,-0.386,-0.788,-3.853,1.053,-3.853,4.059,-0.975,-1.469,-3.52,4.176,-8.496,0
1.856,-0.387,-0.799,-3.852,1.051,-3.852,4.058,-0.994,-1.478,-3.523,4.165,-8.464,0
1.851,-0.394,-0.796,-3.848,1.06,-3.848,4.047,-0.912,-1.467,-3.514,4.164,-8.491,0
1.861,-0.381,-0.793,-3.854,1.064,-3.854,4.037,-1.075,-1.477,-3.517,4.16,-8.487,0
1.856,-0.375,-0.799,-3.858,1.062,-3.858,4.048,-1.167,-1.472,-3.519,4.161,-8.481,0
1.848,-0.39,-0.787,-3.855,1.055,-3.855,4.044,-1.15,-1.475,-3.518,4.164,-8.489,0
1.858,-0.387,-0.788,-3.848,1.057,-3.848,4.049,-1.072,-1.464,-3.523,4.162,-8.487,0
1.859,-0.377,-0.79,-3.856,1.067,-3.856,4.049,-1.076,-1.477,-3.512,4.155,-8.495,0
1.855,-0.393,-0.792,-3.855,1.063,-3.855,4.046,-1.118,-1.473,-3.513,4.157,-8.492,0
1.858,-0.384,-0.795,-3.856,1.061,-3.856,4.046,-1.107,-1.472,-3.51,4.157,-8.487,0
1.854,-0.381,-0.801,-3.854,1.061,-3.854,4.053,-1.175,-1.469,-3.513,4.159,-8.485,0
1.856,-0.377,-0.799,-3.856,1.061,-3.856,4.051,-1.171,-1.472,-3.508,4.156,-8.486,0
1.853,-0.387,-0.798,-3.853,1.059,-3.853,4.052,-1.163,-1.463,-3.514,4.164,-8.489,0
1.858,-0.377,-0.797,-3.848,1.056,-3.848,4.06,-1.126,-1.474,-3.512,4.173,-8.496,0
1.848,-0.376,-0.793,-3.856,1.061,-3.856,4.05,-1.098,-1.472,-3.509,4.176,-8.496,0
1.858,-0.374,-0.802,-3.854,1.059,-3.854,4.054,-1.171,-1.464,-3.51,4.166,-8.501,0
1.852,-0.374,-0.797,-3.859,1.055,-3.859,4.053,-1.119,-1.47,-3.514,4.157,-8.487,0
1.853,-0.391,-0.795,-3.858,1.057,-3.858,4.059,-1.006,-1.471,-3.52,4.169,-8.497,0
1.843,-0.392,-0.801,-3.853,1.048,-3.853,4.06,-1.002,-1.47,-3.511,4.167,-8.497,0
1.847,-0.381,-0.796,-3.857,1.056,-3.857,4.058,-1.054,-1.472,-3.508,4.172,-8.487,0
1.845,-0.391,-0.801,-3.858,1.061,-3.858,4.054,-1.057,-1.471,-3.512,4.167,-8.492,0
1.846,-0.383,-0.793,-3.868,1.058,-3.868,4.056,-1.149,-1.466,-3.522,4.164,-8.501,0
1.857,-0.384,-0.786,-3.86,1.053,-3.86,4.059,-1.161,-1.467,-3.507,4.165,-8.482,0
1.846,-0.376,-0.786,-3.865,1.065,-3.865,4.058,-1.152,-1.466,-3.512,4.164,-8.474,0
1.854,-0.382,-0.788,-3.87,1.056,-3.87,4.048,-1.108,-1.468,-3.509,4.162,-8.489,0
1.846,-0.384,-0.789,-3.864,1.062,-3.864,4.044,-1.144,-1.47,-3.517,4.168,-8.488,0
1.853,-0.388,-0.786,-3.863,1.064,-3.863,4.046,-1.177,-1.48,-3.519,4.166,-8.492,0
1.851,-0.38,-0.789,-3.866,1.057,-3.866,4.048,-1.103,-1.48,-3.508,4.163,-8.495,0
1.853,-0.381,-0.801,-3.859,1.056,-3.859,4.046,-1.096,-1.475,-3.514,4.155,-8.492,0
1.849,-0.388,-0.792,-3.857,1.059,-3.857,4.053,-1.025,-1.481,-3.514,4.155,-8.495,0
1.856,-0.386,-0.796,-3.865,1.067,-3.865,4.062,-0.975,-1.484,-3.497,4.154,-8.483,0
1.857,-0.379,-0.797,-3.867,1.064,-3.867,4.06,-0.962,-1.483,-3.507,4.161,-8.488,0
1.861,-0.37,-0.801,-3.86,1.064,-3.86,4.057,-0.9,-1.472,-3.509,4.147,-8.49,0
1.857,-0.391,-0.802,-3.855,1.064,-3.855,4.065,-0.942,-1.477,-3.51,4.151,-8.496,0
1.849,-0.386,-0.806,-3.864,1.066,-3.864,4.065,-1.074,-1.482,-3.506,4.154,-8.485,0
1.855,-0.387,-0.807,-3.869,1.062,-3.869,4.053,-1.183,-1.474,-3.509,4.162,-8.489,0
1.852,-0.378,-0.809,-3.87,1.065,-3.87,4.06,-1.14,-1.471,-3.509,4.168,-8.475,0
1.856,-0.381,-0.812,-3.874,1.066,-3.874,4.054,-1.205,-1.48,-3.509,4.165,-8.493,0
1.849,-0.384,-0.805,-3.873,1.05,-3.873,4.046,-1.219,-1.471,-3.507,4.176,-8.489,0
1.854,-0.375,-0.81,-3.872,1.057,-3.872,4.059,-1.21,-1.474,-3.51,4.177,-8.489,0
1.848,-0.369,-0.807,-3.879,1.046,-3.879,4.055,-1.17,-1.476,-3.503,4.171,-8.491,0
1.853,-0.375,-0.807,-3.888,1.05,-3.888,4.056,-1.142,-1.473,-3.511,4.16,-8.482,0
1.851,-0.375,-0.799,-3.883,1.053,-3.883,4.053,-1.14,-1.473,-3.514,4.17,-8.509,0
1.848,-0.382,-0.811,-3.871,1.05,-3.871,4.056,-1.16,-1.476,-3.506,4.175,-8.499,0
1.85,-0.371,-0.81,-3.877,1.058,-3.877,4.058,-1.211,-1.478,-3.509,4.169,-8.491,0
1.847,-0.382,-0.809,-3.88,1.049,-3.88,4.05,-1.209,-1.477,-3.506,4.163,-8.493,0
1.847,-0.389,-0.81,-3.877,1.047,-3.877,4.046,-1.217,-1.466,-3.508,4.161,-8.486,0
1.853,-0.37,-0.808,-3.877,1.053,-3.877,4.046,-1.179,-1.48,-3.508,4.173,-8.482,0
1.847,-0.385,-0.808,-3.868,1.054,-3.868,4.049,-1.125,-1.483,-3.529,4.169,-8.493,0
1.851,-0.372,-0.799,-3.878,1.058,-3.878,4.043,-1.066,-1.478,-3.51,4.165,-8.493,0
1.853,-0.38,-0.799,-3.885,1.046,-3.885,4.042,-1.227,-1.471,-3.514,4.163,-8.475,0
1.847,-0.379,-0.803,-3.878,1.057,-3.878,4.043,-1.209,-1.476,-3.512,4.161,-8.499,0
1.847,-0.394,-0.797,-3.88,1.058,-3.88,4.041,-1.183,-1.48,-3.522,4.161,-8.488,0
1.85,-0.375,-0.793,-3.843,1.054,-3.843,4.042,-1.089,-1.475,-3.509,4.156,-8.5,0
1.845,-0.38,-0.792,-3.876,1.055,-3.876,4.037,-1.155,-1.486,-3.525,4.161,-8.495,0
1.848,-0.376,-0.793,-3.885,1.055,-3.885,4.034,-1.142,-1.476,-3.51,4.16,-8.494,0
1.847,-0.386,-0.799,-3.882,1.044,-3.882,4.048,-1.095,-1.475,-3.509,4.158,-8.478,0
1.849,-0.39,-0.804,-3.874,1.057,-3.874,4.045,-1.164,-1.485,-3.513,4.155,-8.488,0
1.851,-0.389,-0.804,-3.886,1.062,-3.886,4.046,-1.205,-1.477,-3.514,4.155,-8.49,0
1.843,-0.379,-0.813,-3.877,1.055,-3.877,4.055,-1.171,-1.473,-3.507,4.158,-8.479,0
1.842,-0.376,-0.812,-3.881,1.055,-3.881,4.051,-1.133,-1.473,-3.506,4.163,-8.489,0
1.843,-0.386,-0.812,-3.876,1.05,-3.876,4.05,-1.148,-1.47,-3.515,4.166,-8.488,0
1.842,-0.379,-0.817,-3.878,1.051,-3.878,4.048,-1.212,-1.469,-3.511,4.166,-8.491,0
1.839,-0.385,-0.812,-3.879,1.038,-3.879,4.046,-1.256,-1.471,-3.515,4.167,-8.483,0
1.845,-0.377,-0.814,-3.877,1.052,-3.877,4.05,-1.239,-1.473,-3.519,4.167,-8.489,0
1.847,-0.369,-0.808,-3.873,1.049,-3.873,4.046,-1.254,-1.483,-3.511,4.169,-8.491,0
1.851,-0.375,-0.804,-3.885,1.046,-3.885,4.042,-1.249,-1.472,-3.51,4.166,-8.491,0
1.838,-0.379,-0.813,-3.884,1.049,-3.884,4.049,-1.219,-1.475,-3.511,4.157,-8.49,0
1.85,-0.374,-0.802,-3.887,1.049,-3.887,4.044,-1.231,-1.468,-3.519,4.167,-8.498,0
1.842,-0.389,-0.807,-3.88,1.051,-3.88,4.044,-1.242,-1.475,-3.519,4.165,-8.503,0
1.85,-0.376,-0.805,-3.879,1.045,-3.879,4.051,-1.149,-1.476,-3.524,4.162,-8.491,0
1.844,-0.376,-0.791,-3.843,1.051,-3.843,4.044,-1.07,-1.479,-3.525,4.16,-8.495,0
1.85,-0.377,-0.809,-3.882,1.049,-3.882,4.05,-1.033,-1.482,-3.506,4.167,-8.504,0
1.85,-0.383,-0.807,-3.884,1.042,-3.884,4.043,-1.028,-1.482,-3.506,4.162,-8.493,0
1.844,-0.377,-0.802,-3.885,1.047,-3.885,4.034,-1.179,-1.472,-3.505,4.158,-8.496,0
1.846,-0.382,-0.804,-3.885,1.061,-3.885,4.037,-1.213,-1.471,-3.518,4.149,-8.497,0
1.842,-0.385,-0.8,-3.881,1.049,-3.881,4.031,-1.233,-1.471,-3.513,4.161,-8.494,0
1.847,-0.38,-0.801,-3.878,1.05,-3.878,4.037,-1.208,-1.481,-3.517,4.15,-8.488,0
1.838,-0.385,-0.797,-3.877,1.048,-3.877,4.043,-1.089,-1.477,-3.515,4.15,-8.492,0
1.848,-0.374,-0.801,-3.878,1.052,-3.878,4.044,-1.033,-1.478,-3.504,4.154,-8.49,0
1.843,-0.379,-0.799,-3.88,1.047,-3.88,4.043,-1.139,-1.479,-3.512,4.152,-8.494,0
1.845,-0.371,-0.81,-3.873,1.054,-3.873,4.039,-1.208,-1.48,-3.526,4.144,-8.497,0
1.84,-0.384,-0.809,-3.878,1.052,-3.878,4.034,-1.218,-1.476,-3.505,4.141,-8.489,0
1.84,-0.38,-0.809,-3.88,1.048,-3.88,4.036,-1.267,-1.481,-3.52,4.156,-8.481,0
