x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,yvliang
1.914,-0.335,-0.8,-3.777,1.083,-3.777,4.263,-0.825,-0.861,-3.901,4.199,-8.412,0.2
1.914,-0.339,-0.801,-3.783,1.081,-3.783,4.264,-0.889,-0.868,-3.91,4.202,-8.396,0.2
1.903,-0.332,-0.806,-3.785,1.077,-3.785,4.264,-0.886,-0.868,-3.905,4.202,-8.395,0.2
1.911,-0.34,-0.801,-3.799,1.093,-3.799,4.26,-0.908,-0.874,-3.903,4.189,-8.404,0.2
1.911,-0.33,-0.798,-3.783,1.086,-3.783,4.26,-0.897,-0.875,-3.901,4.183,-8.401,0.2
1.907,-0.338,-0.807,-3.794,1.085,-3.794,4.265,-0.91,-0.874,-3.891,4.195,-8.401,0.2
1.911,-0.336,-0.806,-3.805,1.085,-3.805,4.274,-0.864,-0.864,-3.886,4.185,-8.407,0.2
1.91,-0.338,-0.81,-3.798,1.093,-3.798,4.266,-0.84,-0.866,-3.891,4.177,-8.392,0.2
1.905,-0.337,-0.823,-3.795,1.079,-3.795,4.274,-0.902,-0.865,-3.895,4.184,-8.389,0.2
1.908,-0.341,-0.82,-3.798,1.078,-3.798,4.27,-0.922,-0.871,-3.889,4.185,-8.39,0.2
1.907,-0.337,-0.838,-3.795,1.084,-3.795,4.281,-0.876,-0.872,-3.898,4.195,-8.389,0.2
1.904,-0.324,-0.825,-3.793,1.086,-3.793,4.284,-0.847,-0.867,-3.89,4.201,-8.391,0.2
1.902,-0.326,-0.837,-3.795,1.077,-3.795,4.281,-0.908,-0.87,-3.893,4.188,-8.393,0.2
1.911,-0.329,-0.83,-3.793,1.078,-3.793,4.283,-0.943,-0.876,-3.886,4.199,-8.407,0.2
1.904,-0.333,-0.822,-3.803,1.082,-3.803,4.282,-0.92,-0.869,-3.895,4.197,-8.393,0.2
1.901,-0.33,-0.823,-3.808,1.086,-3.808,4.286,-0.945,-0.86,-3.899,4.197,-8.396,0.2
1.907,-0.33,-0.829,-3.832,1.078,-3.832,4.286,-0.958,-0.867,-3.887,4.203,-8.387,0.2
1.909,-0.328,-0.822,-3.828,1.083,-3.828,4.287,-0.954,-0.881,-3.886,4.201,-8.399,0.2
1.914,-0.332,-0.828,-3.822,1.072,-3.822,4.28,-0.955,-0.865,-3.892,4.196,-8.4,0.2
1.906,-0.327,-0.831,-3.812,1.076,-3.812,4.284,-0.971,-0.87,-3.885,4.207,-8.385,0
1.906,-0.336,-0.822,-3.81,1.077,-3.81,4.272,-0.907,-0.868,-3.897,4.203,-8.397,0
1.904,-0.331,-0.819,-3.818,1.076,-3.818,4.277,-0.934,-0.876,-3.906,4.188,-8.401,0
1.907,-0.331,-0.824,-3.804,1.079,-3.804,4.282,-0.903,-0.879,-3.89,4.203,-8.389,0
1.911,-0.343,-0.82,-3.804,1.076,-3.804,4.271,-0.927,-0.87,-3.893,4.2,-8.403,0
1.914,-0.343,-0.82,-3.809,1.087,-3.809,4.277,-0.969,-0.874,-3.89,4.201,-8.402,0
1.913,-0.336,-0.82,-3.805,1.086,-3.805,4.269,-0.972,-0.87,-3.887,4.199,-8.397,0
1.913,-0.34,-0.808,-3.812,1.081,-3.812,4.28,-0.959,-0.872,-3.89,4.197,-8.395,0
1.913,-0.331,-0.809,-3.815,1.079,-3.815,4.271,-0.976,-0.867,-3.896,4.194,-8.404,0
1.911,-0.339,-0.812,-3.816,1.09,-3.816,4.272,-0.966,-0.871,-3.894,4.19,-8.397,0
1.918,-0.341,-0.819,-3.818,1.086,-3.818,4.273,-0.971,-0.865,-3.893,4.195,-8.387,0
1.912,-0.343,-0.823,-3.828,1.081,-3.828,4.27,-0.977,-0.871,-3.887,4.183,-8.391,0
1.91,-0.343,-0.821,-3.828,1.079,-3.828,4.271,-0.97,-0.869,-3.895,4.192,-8.398,0
1.91,-0.345,-0.83,-3.813,1.082,-3.813,4.277,-0.972,-0.875,-3.894,4.185,-8.389,0
1.908,-0.344,-0.834,-3.822,1.085,-3.822,4.29,-0.973,-0.87,-3.888,4.189,-8.394,0
1.906,-0.343,-0.832,-3.815,1.081,-3.815,4.279,-0.98,-0.877,-3.895,4.193,-8.395,0
1.914,-0.328,-0.83,-3.822,1.079,-3.822,4.286,-0.965,-0.875,-3.895,4.19,-8.386,0
1.905,-0.345,-0.829,-3.807,1.079,-3.807,4.283,-0.983,-0.871,-3.896,4.195,-8.388,0
1.903,-0.338,-0.831,-3.794,1.076,-3.794,4.29,-1.004,-0.878,-3.901,4.19,-8.383,0
1.912,-0.336,-0.829,-3.807,1.082,-3.807,4.283,-0.991,-0.878,-3.893,4.2,-8.395,0
1.91,-0.332,-0.826,-3.809,1.07,-3.809,4.287,-0.997,-0.871,-3.888,4.198,-8.401,0
1.91,-0.337,-0.827,-3.806,1.076,-3.806,4.292,-1.009,-0.872,-3.9,4.192,-8.4,0
1.911,-0.335,-0.833,-3.81,1.081,-3.81,4.288,-0.999,-0.874,-3.891,4.197,-8.397,0
1.913,-0.325,-0.824,-3.804,1.08,-3.804,4.286,-0.999,-0.865,-3.894,4.187,-8.378,0
1.909,-0.329,-0.826,-3.795,1.076,-3.795,4.282,-0.988,-0.872,-3.891,4.198,-8.398,0
1.905,-0.339,-0.829,-3.786,1.072,-3.786,4.284,-0.964,-0.868,-3.888,4.2,-8.399,0
1.912,-0.338,-0.829,-3.799,1.074,-3.799,4.279,-0.964,-0.871,-3.889,4.198,-8.393,0
1.913,-0.333,-0.826,-3.8,1.071,-3.8,4.286,-0.99,-0.873,-3.891,4.194,-8.398,0
1.906,-0.331,-0.825,-3.8,1.073,-3.8,4.281,-0.998,-0.874,-3.9,4.206,-8.395,0
1.905,-0.335,-0.81,-3.807,1.072,-3.807,4.28,-0.996,-0.866,-3.895,4.204,-8.398,0
1.906,-0.341,-0.82,-3.803,1.086,-3.803,4.275,-1.011,-0.872,-3.891,4.188,-8.397,0
1.908,-0.335,-0.818,-3.816,1.085,-3.816,4.278,-0.998,-0.869,-3.9,4.188,-8.397,0
1.91,-0.349,-0.816,-3.831,1.073,-3.831,4.281,-1.011,-0.868,-3.894,4.186,-8.406,0
1.906,-0.344,-0.816,-3.826,1.073,-3.826,4.283,-1.009,-0.87,-3.895,4.188,-8.391,0
1.91,-0.345,-0.815,-3.832,1.077,-3.832,4.281,-1.008,-0.875,-3.893,4.18,-8.404,0
1.907,-0.338,-0.819,-3.83,1.083,-3.83,4.279,-1.015,-0.867,-3.896,4.181,-8.39,0
1.91,-0.341,-0.816,-3.827,1.078,-3.827,4.279,-1.016,-0.869,-3.887,4.177,-8.392,0
1.915,-0.344,-0.839,-3.821,1.077,-3.821,4.29,-1.034,-0.868,-3.88,4.179,-8.382,0
1.916,-0.342,-0.833,-3.816,1.08,-3.816,4.285,-1.026,-0.87,-3.886,4.182,-8.375,0
1.914,-0.338,-0.839,-3.811,1.082,-3.811,4.295,-0.962,-0.864,-3.89,4.188,-8.394,0
1.904,-0.341,-0.835,-3.801,1.078,-3.801,4.292,-0.975,-0.874,-3.893,4.189,-8.384,0
1.901,-0.335,-0.833,-3.801,1.074,-3.801,4.287,-1.006,-0.866,-3.89,4.196,-8.387,0
1.902,-0.339,-0.835,-3.793,1.071,-3.793,4.285,-1.047,-0.867,-3.891,4.194,-8.381,0
1.913,-0.332,-0.834,-3.798,1.075,-3.798,4.28,-1.054,-0.862,-3.888,4.193,-8.378,0
1.906,-0.336,-0.841,-3.796,1.069,-3.796,4.283,-1.064,-0.87,-3.893,4.196,-8.399,0
1.91,-0.337,-0.836,-3.795,1.078,-3.795,4.274,-1.064,-0.871,-3.891,4.199,-8.398,0
1.907,-0.332,-0.838,-3.803,1.07,-3.803,4.286,-1.058,-0.87,-3.885,4.203,-8.385,0
1.9,-0.339,-0.831,-3.799,1.069,-3.799,4.28,-1.052,-0.877,-3.904,4.2,-8.371,0
1.911,-0.341,-0.823,-3.801,1.073,-3.801,4.291,-1.022,-0.869,-3.886,4.196,-8.396,0
1.903,-0.327,-0.835,-3.802,1.069,-3.802,4.291,-0.976,-0.867,-3.876,4.196,-8.399,0.2
1.902,-0.329,-0.828,-3.797,1.075,-3.797,4.296,-0.925,-0.879,-3.892,4.203,-8.395,0.2
1.912,-0.325,-0.826,-3.803,1.079,-3.803,4.286,-0.921,-0.869,-3.883,4.2,-8.392,0.2
1.906,-0.33,-0.828,-3.792,1.077,-3.792,4.293,-0.928,-0.871,-3.887,4.201,-8.399,0.2
1.912,-0.328,-0.824,-3.795,1.071,-3.795,4.289,-0.951,-0.863,-3.899,4.2,-8.407,0.2
1.91,-0.332,-0.816,-3.795,1.083,-3.795,4.291,-0.966,-0.867,-3.891,4.204,-8.406,0.2
1.911,-0.345,-0.82,-3.81,1.085,-3.81,4.286,-0.994,-0.873,-3.894,4.185,-8.403,0.2
1.911,-0.337,-0.817,-3.812,1.076,-3.812,4.278,-0.996,-0.866,-3.895,4.193,-8.391,0.2
1.91,-0.344,-0.822,-3.803,1.073,-3.803,4.277,-0.99,-0.871,-3.898,4.191,-8.391,0.2
1.916,-0.34,-0.82,-3.813,1.081,-3.813,4.281,-1.014,-0.881,-3.891,4.188,-8.392,0.2
1.913,-0.334,-0.825,-3.814,1.082,-3.814,4.287,-1.008,-0.871,-3.894,4.186,-8.407,0.2
1.903,-0.343,-0.84,-3.807,1.082,-3.807,4.28,-0.993,-0.868,-3.901,4.195,-8.382,0.2
1.906,-0.333,-0.83,-3.808,1.073,-3.808,4.285,-0.956,-0.862,-3.901,4.199,-8.395,0.2
1.902,-0.335,-0.833,-3.806,1.073,-3.806,4.29,-0.944,-0.868,-3.905,4.194,-8.39,0.2
1.912,-0.334,-0.826,-3.81,1.087,-3.81,4.293,-0.882,-0.869,-3.896,4.201,-8.397,0.2
1.908,-0.334,-0.833,-3.8,1.079,-3.8,4.286,-0.847,-0.867,-3.904,4.19,-8.395,0.2
1.909,-0.331,-0.822,-3.802,1.076,-3.802,4.285,-0.833,-0.866,-3.898,4.192,-8.397,0.2
1.902,-0.345,-0.833,-3.804,1.071,-3.804,4.285,-0.775,-0.873,-3.906,4.192,-8.392,0.2
1.912,-0.328,-0.832,-3.814,1.071,-3.814,4.291,-0.691,-0.864,-3.904,4.198,-8.402,0.2
1.909,-0.334,-0.825,-3.812,1.08,-3.812,4.286,-0.63,-0.88,-3.903,4.199,-8.393,0.2
1.913,-0.337,-0.83,-3.812,1.071,-3.812,4.274,-0.997,-0.865,-3.892,4.202,-8.389,0.2
1.918,-0.329,-0.828,-3.811,1.071,-3.811,4.286,-0.88,-0.864,-3.893,4.191,-8.402,0.2
1.912,-0.323,-0.816,-3.811,1.075,-3.811,4.282,-0.847,-0.867,-3.885,4.2,-8.404,0.2
1.913,-0.31,-0.832,-3.819,1.081,-3.819,4.301,-0.437,-0.863,-3.902,4.203,-8.403,0.2
1.918,-0.321,-0.831,-3.818,1.086,-3.818,4.297,-0.561,-0.847,-3.894,4.203,-8.4,0.2
1.897,-0.359,-0.832,-3.812,1.093,-3.812,4.309,-0.238,-0.851,-3.913,4.204,-8.414,28.6
1.895,-0.352,-0.825,-3.813,1.052,-3.813,4.131,-0.536,-0.855,-3.932,4.19,-8.4,26.8
1.896,-0.357,-0.825,-3.795,1.065,-3.795,4.142,-0.468,-0.868,-3.908,4.193,-8.395,22.6
1.886,-0.357,-0.821,-3.795,1.067,-3.795,4.129,-0.556,-0.873,-3.912,4.188,-8.404,9.6
1.894,-0.36,-0.817,-3.803,1.062,-3.803,4.13,-0.478,-0.859,-3.925,4.192,-8.402,4.6
1.897,-0.364,-0.809,-3.811,1.066,-3.811,4.117,-0.567,-0.865,-3.913,4.178,-8.404,4.6
1.888,-0.354,-0.813,-3.806,1.069,-3.806,4.104,-0.763,-0.859,-3.914,4.184,-8.405,4.6
1.891,-0.359,-0.813,-3.818,1.07,-3.818,4.093,-0.813,-0.853,-3.92,4.18,-8.402,4.6
1.902,-0.355,-0.814,-3.829,1.065,-3.829,4.108,-0.847,-0.859,-3.913,4.182,-8.405,4.6
1.889,-0.351,-0.807,-3.832,1.068,-3.832,4.109,-0.828,-0.858,-3.919,4.175,-8.406,4.6
1.904,-0.355,-0.817,-3.827,1.067,-3.827,4.114,-0.845,-0.854,-3.912,4.178,-8.405,4.6
1.892,-0.357,-0.824,-3.834,1.071,-3.834,4.113,-0.805,-0.856,-3.929,4.18,-8.411,4.6
1.893,-0.358,-0.83,-3.824,1.065,-3.824,4.121,-0.789,-0.859,-3.916,4.193,-8.398,4.4
1.897,-0.361,-0.831,-3.833,1.071,-3.833,4.123,-0.844,-0.857,-3.918,4.185,-8.394,4.2
1.889,-0.352,-0.827,-3.819,1.065,-3.819,4.12,-0.824,-0.863,-3.916,4.204,-8.413,4.2
1.882,-0.364,-0.831,-3.839,1.067,-3.839,4.12,-0.824,-0.867,-3.925,4.204,-8.413,4.2
1.882,-0.364,-0.831,-3.839,1.077,-3.839,4.118,-0.808,-0.867,-3.925,4.19,-8.403,4.2
1.898,-0.354,-0.823,-3.813,1.077,-3.813,4.119,-0.833,-0.86,-3.924,4.196,-8.398,4.2
1.899,-0.354,-0.831,-3.824,1.063,-3.824,4.12,-0.897,-0.857,-3.908,4.189,-8.405,4.2
1.886,-0.356,-0.826,-3.819,1.063,-3.819,4.118,-0.85,-0.863,-3.91,4.189,-8.401,4.2
1.895,-0.35,-0.831,-3.828,1.065,-3.828,4.122,-0.889,-0.849,-3.915,4.193,-8.406,4.2
1.889,-0.357,-0.829,-3.833,1.061,-3.833,4.123,-0.881,-0.868,-3.924,4.199,-8.408,3
1.89,-0.341,-0.823,-3.818,1.055,-3.818,4.124,-0.878,-0.868,-3.925,4.198,-8.412,0.4
1.887,-0.351,-0.827,-3.816,1.061,-3.816,4.121,-0.86,-0.865,-3.92,4.192,-8.403,0.2
1.887,-0.357,-0.824,-3.815,1.062,-3.815,4.121,-0.841,-0.861,-3.914,4.196,-8.412,0.2
1.891,-0.355,-0.824,-3.809,1.059,-3.809,4.114,-0.776,-0.866,-3.922,4.199,-8.412,0
1.89,-0.35,-0.817,-3.801,1.066,-3.801,4.118,-0.705,-0.858,-3.916,4.199,-8.412,0
1.891,-0.356,-0.821,-3.807,1.056,-3.807,4.117,-0.758,-0.861,-3.919,4.199,-8.415,0
1.891,-0.353,-0.813,-3.805,1.062,-3.805,4.111,-0.781,-0.861,-3.916,4.206,-8.405,0
1.891,-0.355,-0.81,-3.809,1.06,-3.809,4.106,-0.837,-0.865,-3.913,4.195,-8.412,0
1.89,-0.359,-0.805,-3.825,1.063,-3.825,4.103,-0.86,-0.868,-3.908,4.191,-8.404,0
1.903,-0.356,-0.81,-3.818,1.061,-3.818,4.105,-0.892,-0.872,-3.919,4.199,-8.411,0
1.888,-0.355,-0.801,-3.821,1.059,-3.821,4.1,-0.879,-0.865,-3.931,4.186,-8.412,0
1.886,-0.356,-0.801,-3.823,1.065,-3.823,4.102,-0.886,-0.865,-3.924,4.178,-8.407,0
1.886,-0.357,-0.812,-3.835,1.066,-3.835,4.103,-0.889,-0.867,-3.928,4.177,-8.397,0
1.896,-0.355,-0.811,-3.838,1.067,-3.838,4.103,-0.891,-0.862,-3.912,4.174,-8.397,0
1.892,-0.361,-0.814,-3.831,1.062,-3.831,4.106,-0.855,-0.859,-3.93,4.175,-8.4,0
1.895,-0.352,-0.818,-3.825,1.071,-3.825,4.109,-0.844,-0.865,-3.917,4.179,-8.404,0
1.895,-0.358,-0.831,-3.83,1.062,-3.83,4.112,-0.847,-0.869,-3.925,4.179,-8.395,0
1.893,-0.358,-0.837,-3.818,1.063,-3.818,4.114,-0.831,-0.864,-3.932,4.186,-8.399,0
1.89,-0.354,-0.837,-3.815,1.064,-3.815,4.113,-0.824,-0.867,-3.915,4.19,-8.4,0
1.889,-0.353,-0.83,-3.815,1.063,-3.815,4.118,-0.875,-0.853,-3.916,4.189,-8.394,0
1.89,-0.352,-0.831,-3.801,1.063,-3.801,4.122,-0.876,-0.858,-3.918,4.199,-8.401,0
1.886,-0.354,-0.832,-3.81,1.058,-3.81,4.116,-0.889,-0.864,-3.918,4.198,-8.395,0
1.889,-0.347,-0.83,-3.813,1.063,-3.813,4.113,-0.924,-0.868,-3.932,4.2,-8.404,0
1.892,-0.359,-0.829,-3.81,1.057,-3.81,4.119,-0.922,-0.866,-3.919,4.197,-8.394,0
1.89,-0.344,-0.833,-3.816,1.068,-3.816,4.114,-0.907,-0.869,-3.918,4.196,-8.399,0
1.888,-0.359,-0.827,-3.805,1.063,-3.805,4.12,-0.902,-0.868,-3.924,4.198,-8.403,0
1.887,-0.351,-0.836,-3.813,1.064,-3.813,4.115,-0.89,-0.868,-3.93,4.196,-8.397,0
1.899,-0.351,-0.824,-3.813,1.067,-3.813,4.113,-0.888,-0.871,-3.917,4.201,-8.402,0
1.89,-0.351,-0.823,-3.812,1.067,-3.812,4.116,-0.862,-0.869,-3.928,4.195,-8.405,0
1.889,-0.353,-0.827,-3.804,1.061,-3.804,4.114,-0.879,-0.872,-3.921,4.2,-8.411,0
1.893,-0.363,-0.821,-3.808,1.059,-3.808,4.109,-0.903,-0.87,-3.937,4.195,-8.399,0
1.899,-0.362,-0.816,-3.812,1.067,-3.812,4.11,-0.905,-0.869,-3.916,4.195,-8.41,0
1.89,-0.358,-0.817,-3.816,1.061,-3.816,4.114,-0.907,-0.882,-3.915,4.193,-8.408,0
1.888,-0.364,-0.816,-3.828,1.069,-3.828,4.109,-0.917,-0.877,-3.93,4.198,-8.404,0
1.897,-0.357,-0.815,-3.827,1.067,-3.827,4.105,-0.922,-0.863,-3.926,4.185,-8.381,0
1.899,-0.362,-0.806,-3.825,1.061,-3.825,4.108,-0.915,-0.877,-3.927,4.186,-8.408,0
1.887,-0.356,-0.821,-3.831,1.069,-3.831,4.118,-0.911,-0.883,-3.915,4.175,-8.405,0
1.898,-0.363,-0.817,-3.778,1.068,-3.778,4.116,-0.908,-0.879,-3.919,4.18,-8.386,0
1.894,-0.364,-0.818,-3.823,1.065,-3.823,4.11,-0.873,-0.874,-3.912,4.177,-8.395,0
1.897,-0.353,-0.832,-3.816,1.063,-3.816,4.117,-0.86,-0.881,-3.93,4.184,-8.389,0
1.898,-0.362,-0.831,-3.81,1.066,-3.81,4.119,-0.914,-0.875,-3.91,4.17,-8.397,0
1.894,-0.361,-0.836,-3.802,1.061,-3.802,4.125,-0.906,-0.868,-3.922,4.185,-8.389,0
1.888,-0.36,-0.833,-3.812,1.063,-3.812,4.118,-0.903,-0.881,-3.92,4.182,-8.386,0
1.891,-0.358,-0.84,-3.812,1.065,-3.812,4.127,-0.92,-0.88,-3.929,4.191,-8.394,0
1.888,-0.354,-0.83,-3.81,1.065,-3.81,4.121,-0.925,-0.872,-3.908,4.189,-8.404,0
1.895,-0.351,-0.834,-3.811,1.065,-3.811,4.12,-0.937,-0.872,-3.928,4.198,-8.392,0
1.891,-0.354,-0.838,-3.804,1.063,-3.804,4.118,-0.946,-0.882,-3.924,4.189,-8.389,0
1.894,-0.351,-0.838,-3.814,1.057,-3.814,4.12,-0.948,-0.879,-3.922,4.188,-8.391,0
1.894,-0.36,-0.841,-3.813,1.07,-3.813,4.122,-0.94,-0.878,-3.921,4.188,-8.399,0
1.892,-0.347,-0.834,-3.815,1.057,-3.815,4.119,-0.903,-0.885,-3.906,4.192,-8.405,3.4
1.889,-0.352,-0.834,-3.805,1.057,-3.805,4.12,-0.885,-0.884,-3.914,4.191,-8.4,3.4
1.89,-0.352,-0.83,-3.815,1.065,-3.815,4.126,-0.81,-0.883,-3.917,4.19,-8.406,3.4
1.892,-0.35,-0.831,-3.816,1.061,-3.816,4.123,-0.781,-0.879,-3.934,4.198,-8.403,3.4
1.892,-0.353,-0.83,-3.812,1.063,-3.812,4.119,-0.799,-0.881,-3.924,4.198,-8.392,3.4
1.891,-0.344,-0.831,-3.808,1.06,-3.808,4.12,-0.811,-0.883,-3.923,4.201,-8.395,3.4
1.89,-0.353,-0.817,-3.809,1.057,-3.809,4.129,-0.842,-0.88,-3.915,4.196,-8.404,3.4
1.892,-0.364,-0.821,-3.813,1.068,-3.813,4.131,-0.512,-0.884,-3.925,4.202,-8.409,3.4
1.891,-0.369,-0.82,-3.822,1.068,-3.822,4.114,-0.888,-0.885,-3.926,4.195,-8.408,3
1.889,-0.358,-0.819,-3.827,1.066,-3.827,4.112,-0.924,-0.882,-3.922,4.183,-8.403,2
1.893,-0.357,-0.815,-3.813,1.077,-3.813,4.116,-0.933,-0.886,-3.94,4.18,-8.395,2
1.896,-0.361,-0.827,-3.816,1.074,-3.816,4.112,-0.934,-0.892,-3.93,4.183,-8.394,2
1.895,-0.366,-0.82,-3.82,1.069,-3.82,4.114,-0.926,-0.883,-3.922,4.179,-8.405,2
1.89,-0.359,-0.833,-3.82,1.07,-3.82,4.111,-0.919,-0.89,-3.92,4.181,-8.401,1.8
1.884,-0.356,-0.835,-3.809,1.066,-3.809,4.117,-0.882,-0.883,-3.918,4.186,-8.405,1.8
1.886,-0.363,-0.835,-3.809,1.063,-3.809,4.123,-0.853,-0.881,-3.911,4.184,-8.393,1.8
1.902,-0.353,-0.837,-3.819,1.065,-3.819,4.125,-0.828,-0.875,-3.928,4.191,-8.407,1.8
1.896,-0.351,-0.832,-3.811,1.062,-3.811,4.12,-0.811,-0.886,-3.923,4.192,-8.409,1.8
1.89,-0.358,-0.837,-3.818,1.07,-3.818,4.117,-0.822,-0.887,-3.925,4.188,-8.4,1.8
1.889,-0.356,-0.834,-3.817,1.059,-3.817,4.118,-0.897,-0.882,-3.926,4.199,-8.403,1.8
1.899,-0.352,-0.834,-3.822,1.065,-3.822,4.117,-0.915,-0.886,-3.936,4.182,-8.396,1.2
1.89,-0.351,-0.832,-3.823,1.065,-3.823,4.122,-0.939,-0.89,-3.934,4.197,-8.415,1
1.891,-0.36,-0.834,-3.823,1.056,-3.823,4.122,-0.924,-0.888,-3.938,4.191,-8.408,0.4
1.882,-0.345,-0.825,-3.816,1.064,-3.816,4.119,-0.86,-0.889,-3.929,4.194,-8.402,0
1.894,-0.355,-0.832,-3.819,1.067,-3.819,4.126,-0.901,-0.886,-3.933,4.205,-8.407,0
1.886,-0.351,-0.83,-3.811,1.06,-3.811,4.119,-0.876,-0.896,-3.922,4.194,-8.406,0
1.888,-0.35,-0.832,-3.803,1.06,-3.803,4.122,-0.824,-0.886,-3.943,4.188,-8.41,0
1.888,-0.352,-0.829,-3.807,1.061,-3.807,4.117,-0.804,-0.891,-3.922,4.198,-8.415,0
1.888,-0.355,-0.821,-3.8,1.066,-3.8,4.113,-0.822,-0.892,-3.93,4.195,-8.409,0
1.89,-0.352,-0.833,-3.806,1.066,-3.806,4.12,-0.841,-0.892,-3.931,4.192,-8.399,0
1.886,-0.352,-0.831,-3.802,1.061,-3.802,4.116,-0.866,-0.889,-3.929,4.196,-8.395,0
1.893,-0.36,-0.832,-3.801,1.063,-3.801,4.116,-0.897,-0.895,-3.935,4.193,-8.411,0
1.891,-0.352,-0.827,-3.811,1.064,-3.811,4.112,-0.922,-0.892,-3.933,4.198,-8.415,0
1.886,-0.353,-0.826,-3.814,1.062,-3.814,4.121,-0.942,-0.884,-3.926,4.198,-8.405,0
1.894,-0.35,-0.827,-3.816,1.068,-3.816,4.114,-0.936,-0.894,-3.925,4.198,-8.399,0
1.889,-0.351,-0.829,-3.812,1.063,-3.812,4.107,-0.896,-0.894,-3.936,4.184,-8.405,0
1.889,-0.352,-0.827,-3.809,1.073,-3.809,4.111,-0.927,-0.888,-3.935,4.201,-8.408,0
1.894,-0.356,-0.825,-3.808,1.06,-3.808,4.109,-0.912,-0.89,-3.93,4.194,-8.399,0
1.897,-0.359,-0.826,-3.807,1.068,-3.807,4.113,-0.901,-0.889,-3.931,4.2,-8.399,0
1.897,-0.35,-0.826,-3.805,1.064,-3.805,4.115,-0.869,-0.903,-3.954,4.2,-8.415,0
1.895,-0.354,-0.827,-3.815,1.062,-3.815,4.112,-0.93,-0.904,-3.95,4.192,-8.408,0
1.897,-0.352,-0.824,-3.807,1.064,-3.807,4.109,-0.907,-0.892,-3.936,4.204,-8.408,0
1.889,-0.348,-0.835,-3.812,1.06,-3.812,4.111,-0.937,-0.893,-3.947,4.199,-8.399,0
1.891,-0.35,-0.828,-3.807,1.061,-3.807,4.108,-0.896,-0.898,-3.95,4.191,-8.421,0
1.898,-0.348,-0.831,-3.817,1.056,-3.817,4.115,-0.902,-0.897,-3.936,4.195,-8.419,0
1.887,-0.355,-0.829,-3.819,1.062,-3.819,4.108,-0.913,-0.898,-3.931,4.186,-8.42,0
1.892,-0.356,-0.825,-3.817,1.053,-3.817,4.106,-0.887,-0.897,-3.944,4.196,-8.423,0
1.892,-0.353,-0.826,-3.817,1.062,-3.817,4.114,-0.902,-0.892,-3.946,4.197,-8.411,0
1.894,-0.364,-0.82,-3.807,1.06,-3.807,4.114,-0.876,-0.9,-3.953,4.191,-8.418,0
1.887,-0.355,-0.819,-3.816,1.057,-3.816,4.102,-0.857,-0.891,-3.944,4.201,-8.42,0
1.893,-0.362,-0.818,-3.812,1.067,-3.812,4.112,-0.84,-0.895,-3.945,4.19,-8.422,0
1.899,-0.357,-0.823,-3.819,1.062,-3.819,4.106,-0.8,-0.902,-3.939,4.188,-8.409,0
1.895,-0.367,-0.813,-3.811,1.065,-3.811,4.1,-0.784,-0.905,-3.934,4.192,-8.41,0
1.894,-0.358,-0.821,-3.805,1.06,-3.805,4.107,-0.771,-0.893,-3.942,4.189,-8.41,0
1.891,-0.354,-0.815,-3.802,1.068,-3.802,4.1,-0.791,-0.901,-3.943,4.188,-8.415,0
1.897,-0.361,-0.814,-3.804,1.062,-3.804,4.097,-0.856,-0.9,-3.948,4.189,-8.407,0
1.891,-0.374,-0.813,-3.806,1.065,-3.806,4.112,-0.912,-0.899,-3.932,4.188,-8.409,0
1.9,-0.369,-0.816,-3.808,1.066,-3.808,4.099,-0.912,-0.891,-3.938,4.189,-8.415,0
1.903,-0.361,-0.814,-3.814,1.069,-3.814,4.101,-0.908,-0.895,-3.943,4.18,-8.41,0
1.897,-0.362,-0.819,-3.832,1.064,-3.832,4.106,-0.916,-0.894,-3.938,4.181,-8.408,0
1.897,-0.373,-0.811,-3.849,1.071,-3.849,4.093,-0.897,-0.905,-3.944,4.174,-8.411,0
1.894,-0.363,-0.818,-3.842,1.075,-3.842,4.108,-0.873,-0.906,-3.945,4.185,-8.408,0
1.895,-0.356,-0.821,-3.832,1.066,-3.832,4.094,-0.828,-0.895,-3.937,4.186,-8.408,0
1.898,-0.363,-0.826,-3.827,1.067,-3.827,4.111,-0.88,-0.901,-3.929,4.187,-8.403,0
1.889,-0.367,-0.829,-3.808,1.069,-3.808,4.111,-0.834,-0.898,-3.947,4.179,-8.405,
1.898,-0.361,-0.829,-3.815,1.062,-3.815,4.117,-0.847,-0.898,-3.945,4.185,-8.406,0
1.896,-0.351,-0.836,-3.808,1.059,-3.808,4.112,-0.887,-0.899,-3.933,4.193,-8.416,0
1.891,-0.362,-0.833,-3.807,1.064,-3.807,4.114,-0.926,-0.902,-3.936,4.198,-8.417,0
1.889,-0.356,-0.837,-3.803,1.064,-3.803,4.115,-0.93,-0.898,-3.934,4.188,-8.409,0
1.894,-0.356,-0.83,-3.809,1.06,-3.809,4.116,-0.949,-0.902,-3.941,4.192,-8.414,0
1.894,-0.357,-0.829,-3.81,1.064,-3.81,4.116,-0.927,-0.905,-3.948,4.197,-8.408,0
1.896,-0.352,-0.831,-3.809,1.057,-3.809,4.117,-0.931,-0.892,-3.942,4.206,-8.408,0
1.893,-0.357,-0.822,-3.814,1.057,-3.814,4.106,-0.899,-0.907,-3.931,4.194,-8.408,0
